selfId    classId    sex    firstGoal    codeInHigh    scoreInHig    province    courseCode1    courseCode2    homeworkSource    examSource    homeworkAllNum    homeworkYourNum    homeworkYourMeanScore    MidtermSimualtionAllNum    MidtermSimualtionYourNum    MidtermSimualtionYourScore    MidtermAllNum    MidtermYourNum    MidtermYourScore    SE122FinalSimualtionAllNum    SE122FinalSimualtionYourNum    SE122FinalSimualtionYourScore    SE122FinalAllNum    SE122FinalYourNum    SE122FinalYourScore    SE123MidtermAllNum    SE123MidtermYourNum    SE123MidtermYourScore    SE123Final1AllNum    SE123Final1YourNum    SE123Final1YourScore    SE123Final2AllNum    SE123Final2YourNum    SE123Final2YourScore    examMeanScore    positionInClass
72956      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
52644      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
80534      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
71617      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
16464      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
59867      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 1553      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
57289      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
27830      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
18363      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
51442      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
93223      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
95735      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 2494      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
78401      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
69375      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
25051      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
53786      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
26688      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
81421      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
20755      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
61858      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 4280      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
63132      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 5091      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
26550      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
51591      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
77823      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
69341      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
87317      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
32484      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
30516      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
22021      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
31242      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
70092      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
23098      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
24206      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 4053      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
85106      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
78458      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
54534      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
81288      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
83370      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
71491      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
18116      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
66921      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
37410      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
23955      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
53521      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
99102      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 2203      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
50456      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 5540      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
50129      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
46652      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
38315      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 7238      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
36625      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
90763      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
65665      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
19593      46363                                                                 程序设计 (I)     not exist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
